code,name,nameKana,hasWard,isWard
362018,徳島市,ﾄｸｼﾏｼ,0,0
362026,鳴門市,ﾅﾙﾄｼ,0,0
362034,小松島市,ｺﾏﾂｼﾏｼ,0,0
362042,阿南市,ｱﾅﾝｼ,0,0
362051,吉野川市,ﾖｼﾉｶﾞﾜｼ,0,0
362069,阿波市,ｱﾜｼ,0,0
362077,美馬市,ﾐﾏｼ,0,0
362085,三好市,ﾐﾖｼｼ,0,0
363014,勝浦町,ｶﾂｳﾗﾁｮｳ,0,0
363022,上勝町,ｶﾐｶﾂﾁｮｳ,0,0
363219,佐那河内村,ｻﾅｺﾞｳﾁｿﾝ,0,0
363413,石井町,ｲｼｲﾁｮｳ,0,0
363421,神山町,ｶﾐﾔﾏﾁｮｳ,0,0
363685,那賀町,ﾅｶﾁｮｳ,0,0
363839,牟岐町,ﾑｷﾞﾁｮｳ,0,0
363871,美波町,ﾐﾅﾐﾁｮｳ,0,0
363880,海陽町,ｶｲﾖｳﾁｮｳ,0,0
364011,松茂町,ﾏﾂｼｹﾞﾁｮｳ,0,0
364029,北島町,ｷﾀｼﾞﾏﾁｮｳ,0,0
364037,藍住町,ｱｲｽﾞﾐﾁｮｳ,0,0
364045,板野町,ｲﾀﾉﾁｮｳ,0,0
364053,上板町,ｶﾐｲﾀﾁｮｳ,0,0
364681,つるぎ町,ﾂﾙｷﾞﾁｮｳ,0,0
364894,東みよし町,ﾋｶﾞｼﾐﾖｼﾁｮｳ,0,0
