code,name,nameKana,hasWard,isWard
111007,さいたま市,ｻｲﾀﾏｼ,1,0
111015,さいたま市西区,ｻｲﾀﾏｼﾆｼｸ,0,1
111023,さいたま市北区,ｻｲﾀﾏｼｷﾀｸ,0,1
111031,さいたま市大宮区,ｻｲﾀﾏｼｵｵﾐﾔｸ,0,1
111040,さいたま市見沼区,ｻｲﾀﾏｼﾐﾇﾏｸ,0,1
111058,さいたま市中央区,ｻｲﾀﾏｼﾁｭｳｵｳｸ,0,1
111066,さいたま市桜区,ｻｲﾀﾏｼｻｸﾗｸ,0,1
111074,さいたま市浦和区,ｻｲﾀﾏｼｳﾗﾜｸ,0,1
111082,さいたま市南区,ｻｲﾀﾏｼﾐﾅﾐｸ,0,1
111091,さいたま市緑区,ｻｲﾀﾏｼﾐﾄﾞﾘｸ,0,1
111104,さいたま市岩槻区,ｻｲﾀﾏｼｲﾜﾂｷｸ,0,1
112011,川越市,ｶﾜｺﾞｴｼ,0,0
112020,熊谷市,ｸﾏｶﾞﾔｼ,0,0
112038,川口市,ｶﾜｸﾞﾁｼ,0,0
112062,行田市,ｷﾞﾖｳﾀﾞｼ,0,0
112071,秩父市,ﾁﾁﾌﾞｼ,0,0
112089,所沢市,ﾄｺﾛｻﾞﾜｼ,0,0
112097,飯能市,ﾊﾝﾉｳｼ,0,0
112101,加須市,ｶｿﾞｼ,0,0
112119,本庄市,ﾎﾝｼﾞﾖｳｼ,0,0
112127,東松山市,ﾋｶﾞｼﾏﾂﾔﾏｼ,0,0
112143,春日部市,ｶｽｶﾍﾞｼ,0,0
112151,狭山市,ｻﾔﾏｼ,0,0
112160,羽生市,ﾊﾆﾕｳｼ,0,0
112178,鴻巣市,ｺｳﾉｽｼ,0,0
112186,深谷市,ﾌｶﾔｼ,0,0
112194,上尾市,ｱｹﾞｵｼ,0,0
112216,草加市,ｿｳｶｼ,0,0
112224,越谷市,ｺｼｶﾞﾔｼ,0,0
112232,蕨市,ﾜﾗﾋﾞｼ,0,0
112241,戸田市,ﾄﾀﾞｼ,0,0
112259,入間市,ｲﾙﾏｼ,0,0
112275,朝霞市,ｱｻｶｼ,0,0
112283,志木市,ｼｷｼ,0,0
112291,和光市,ﾜｺｳｼ,0,0
112305,新座市,ﾆｲｻﾞｼ,0,0
112313,桶川市,ｵｹｶﾞﾜｼ,0,0
112321,久喜市,ｸｷｼ,0,0
112330,北本市,ｷﾀﾓﾄｼ,0,0
112348,八潮市,ﾔｼｵｼ,0,0
112356,富士見市,ﾌｼﾞﾐｼ,0,0
112372,三郷市,ﾐｻﾄｼ,0,0
112381,蓮田市,ﾊｽﾀﾞｼ,0,0
112399,坂戸市,ｻｶﾄﾞｼ,0,0
112402,幸手市,ｻｯﾃｼ,0,0
112411,鶴ヶ島市,ﾂﾙｶﾞｼﾏｼ,0,0
112429,日高市,ﾋﾀﾞｶｼ,0,0
112437,吉川市,ﾖｼｶﾜｼ,0,0
112453,ふじみ野市,ﾌｼﾞﾐﾉｼ,0,0
112461,白岡市,ｼﾗｵｶｼ,0,0
113018,伊奈町,ｲﾅﾏﾁ,0,0
113247,三芳町,ﾐﾖｼﾏﾁ,0,0
113263,毛呂山町,ﾓﾛﾔﾏﾏﾁ,0,0
113271,越生町,ｵｺﾞｾﾏﾁ,0,0
113417,滑川町,ﾅﾒｶﾞﾜﾏﾁ,0,0
113425,嵐山町,ﾗﾝｻﾞﾝﾏﾁ,0,0
113433,小川町,ｵｶﾞﾜﾏﾁ,0,0
113468,川島町,ｶﾜｼﾞﾏﾏﾁ,0,0
113476,吉見町,ﾖｼﾐﾏﾁ,0,0
113484,鳩山町,ﾊﾄﾔﾏﾏﾁ,0,0
113492,ときがわ町,ﾄｷｶﾞﾜﾏﾁ,0,0
113611,横瀬町,ﾖｺｾﾞﾏﾁ,0,0
113620,皆野町,ﾐﾅﾉﾏﾁ,0,0
113638,長瀞町,ﾅｶﾞﾄﾛﾏﾁ,0,0
113654,小鹿野町,ｵｶﾞﾉﾏﾁ,0,0
113697,東秩父村,ﾋｶﾞｼﾁﾁﾌﾞﾑﾗ,0,0
113816,美里町,ﾐｻﾄﾏﾁ,0,0
113832,神川町,ｶﾐｶﾜﾏﾁ,0,0
113859,上里町,ｶﾐｻﾄﾏﾁ,0,0
114081,寄居町,ﾖﾘｲﾏﾁ,0,0
114421,宮代町,ﾐﾔｼﾛﾏﾁ,0,0
114642,杉戸町,ｽｷﾞﾄﾏﾁ,0,0
114651,松伏町,ﾏﾂﾌﾞｼﾏﾁ,0,0
