code,name,nameKana,hasWard,isWard
151009,新潟市,ﾆｲｶﾞﾀｼ,1,0
151017,新潟市北区,ﾆｲｶﾞﾀｼｷﾀｸ,0,1
151025,新潟市東区,ﾆｲｶﾞﾀｼﾋｶﾞｼｸ,0,1
151033,新潟市中央区,ﾆｲｶﾞﾀｼﾁｭｳｵｳｸ,0,1
151041,新潟市江南区,ﾆｲｶﾞﾀｼｺｳﾅﾝｸ,0,1
151050,新潟市秋葉区,ﾆｲｶﾞﾀｼｱｷﾊｸ,0,1
151068,新潟市南区,ﾆｲｶﾞﾀｼﾐﾅﾐｸ,0,1
151076,新潟市西区,ﾆｲｶﾞﾀｼﾆｼｸ,0,1
151084,新潟市西蒲区,ﾆｲｶﾞﾀｼﾆｼｶﾝｸ,0,1
152021,長岡市,ﾅｶﾞｵｶｼ,0,0
152048,三条市,ｻﾝｼﾞｮｳｼ,0,0
152056,柏崎市,ｶｼﾜｻﾞｷｼ,0,0
152064,新発田市,ｼﾊﾞﾀｼ,0,0
152081,小千谷市,ｵﾁﾞﾔｼ,0,0
152099,加茂市,ｶﾓｼ,0,0
152102,十日町市,ﾄｵｶﾏﾁｼ,0,0
152111,見附市,ﾐﾂｹｼ,0,0
152129,村上市,ﾑﾗｶﾐｼ,0,0
152137,燕市,ﾂﾊﾞﾒｼ,0,0
152161,糸魚川市,ｲﾄｲｶﾞﾜｼ,0,0
152170,妙高市,ﾐｮｳｺｳｼ,0,0
152188,五泉市,ｺﾞｾﾝｼ,0,0
152226,上越市,ｼﾞｮｳｴﾂｼ,0,0
152234,阿賀野市,ｱｶﾞﾉｼ,0,0
152242,佐渡市,ｻﾄﾞｼ,0,0
152251,魚沼市,ｳｵﾇﾏｼ,0,0
152269,南魚沼市,ﾐﾅﾐｳｵﾇﾏｼ,0,0
152277,胎内市,ﾀｲﾅｲｼ,0,0
153079,聖籠町,ｾｲﾛｳﾏﾁ,0,0
153427,弥彦村,ﾔﾋｺﾑﾗ,0,0
153613,田上町,ﾀｶﾞﾐﾏﾁ,0,0
153851,阿賀町,ｱｶﾞﾏﾁ,0,0
154059,出雲崎町,ｲｽﾞﾓｻﾞｷﾏﾁ,0,0
154610,湯沢町,ﾕｻﾞﾜﾏﾁ,0,0
154822,津南町,ﾂﾅﾝﾏﾁ,0,0
155047,刈羽村,ｶﾘﾜﾑﾗ,0,0
155811,関川村,ｾｷｶﾜﾑﾗ,0,0
155861,粟島浦村,ｱﾜｼﾏｳﾗﾑﾗ,0,0
