code,name,nameKana,hasWard,isWard
341002,広島市,ﾋﾛｼﾏｼ,1,0
341011,広島市中区,ﾋﾛｼﾏｼﾅｶｸ,0,1
341029,広島市東区,ﾋﾛｼﾏｼﾋｶﾞｼｸ,0,1
341037,広島市南区,ﾋﾛｼﾏｼﾐﾅﾐｸ,0,1
341045,広島市西区,ﾋﾛｼﾏｼﾆｼｸ,0,1
341053,広島市安佐南区,ﾋﾛｼﾏｼｱｻﾐﾅﾐｸ,0,1
341061,広島市安佐北区,ﾋﾛｼﾏｼｱｻｷﾀｸ,0,1
341070,広島市安芸区,ﾋﾛｼﾏｼｱｷｸ,0,1
341088,広島市佐伯区,ﾋﾛｼﾏｼｻｴｷｸ,0,1
342025,呉市,ｸﾚｼ,0,0
342033,竹原市,ﾀｹﾊﾗｼ,0,0
342041,三原市,ﾐﾊﾗｼ,0,0
342050,尾道市,ｵﾉﾐﾁｼ,0,0
342076,福山市,ﾌｸﾔﾏｼ,0,0
342084,府中市,ﾌﾁｭｳｼ,0,0
342092,三次市,ﾐﾖｼｼ,0,0
342106,庄原市,ｼｮｳﾊﾞﾗｼ,0,0
342114,大竹市,ｵｵﾀｹｼ,0,0
342122,東広島市,ﾋｶﾞｼﾋﾛｼﾏｼ,0,0
342131,廿日市市,ﾊﾂｶｲﾁｼ,0,0
342149,安芸高田市,ｱｷﾀｶﾀｼ,0,0
342157,江田島市,ｴﾀｼﾞﾏｼ,0,0
343021,府中町,ﾌﾁｭｳﾁｮｳ,0,0
343048,海田町,ｶｲﾀﾁｮｳ,0,0
343072,熊野町,ｸﾏﾉﾁｮｳ,0,0
343099,坂町,ｻｶﾁｮｳ,0,0
343684,安芸太田町,ｱｷｵｵﾀﾁｮｳ,0,0
343692,北広島町,ｷﾀﾋﾛｼﾏﾁｮｳ,0,0
344311,大崎上島町,ｵｵｻｷｶﾐｼﾞﾏﾁｮｳ,0,0
344621,世羅町,ｾﾗﾁｮｳ,0,0
345458,神石高原町,ｼﾞﾝｾｷｺｳｹﾞﾝﾁｮｳ,0,0
