code,name,nameKana,hasWard,isWard
52019,秋田市,ｱｷﾀｼ,0,0
52027,能代市,ﾉｼﾛｼ,0,0
52035,横手市,ﾖｺﾃｼ,0,0
52043,大館市,ｵｵﾀﾞﾃｼ,0,0
52060,男鹿市,ｵｶﾞｼ,0,0
52078,湯沢市,ﾕｻﾞﾜｼ,0,0
52094,鹿角市,ｶﾂﾞﾉｼ,0,0
52108,由利本荘市,ﾕﾘﾎﾝｼﾞｮｳｼ,0,0
52116,潟上市,ｶﾀｶﾞﾐｼ,0,0
52124,大仙市,ﾀﾞｲｾﾝｼ,0,0
52132,北秋田市,ｷﾀｱｷﾀｼ,0,0
52141,にかほ市,ﾆｶﾎｼ,0,0
52159,仙北市,ｾﾝﾎﾞｸｼ,0,0
53031,小坂町,ｺｻｶﾏﾁ,0,0
53279,上小阿仁村,ｶﾐｺｱﾆﾑﾗ,0,0
53465,藤里町,ﾌｼﾞｻﾄﾏﾁ,0,0
53481,三種町,ﾐﾀﾈﾁｮｳ,0,0
53490,八峰町,ﾊｯﾎﾟｳﾁｮｳ,0,0
53619,五城目町,ｺﾞｼﾞｮｳﾒﾏﾁ,0,0
53635,八郎潟町,ﾊﾁﾛｳｶﾞﾀﾏﾁ,0,0
53660,井川町,ｲｶﾜﾏﾁ,0,0
53686,大潟村,ｵｵｶﾞﾀﾑﾗ,0,0
54348,美郷町,ﾐｻﾄﾁｮｳ,0,0
54631,羽後町,ｳｺﾞﾏﾁ,0,0
54640,東成瀬村,ﾋｶﾞｼﾅﾙｾﾑﾗ,0,0
