code,name,nameKana,hasWard,isWard
92011,宇都宮市,ｳﾂﾉﾐﾔｼ,0,0
92029,足利市,ｱｼｶｶﾞｼ,0,0
92037,栃木市,ﾄﾁｷﾞｼ,0,0
92045,佐野市,ｻﾉｼ,0,0
92053,鹿沼市,ｶﾇﾏｼ,0,0
92061,日光市,ﾆｯｺｳｼ,0,0
92088,小山市,ｵﾔﾏｼ,0,0
92096,真岡市,ﾓｵｶｼ,0,0
92100,大田原市,ｵｵﾀﾜﾗｼ,0,0
92118,矢板市,ﾔｲﾀｼ,0,0
92134,那須塩原市,ﾅｽｼｵﾊﾞﾗｼ,0,0
92142,さくら市,ｻｸﾗｼ,0,0
92151,那須烏山市,ﾅｽｶﾗｽﾔﾏｼ,0,0
92169,下野市,ｼﾓﾂｹｼ,0,0
93017,上三川町,ｶﾐﾉｶﾜﾏﾁ,0,0
93424,益子町,ﾏｼｺﾏﾁ,0,0
93432,茂木町,ﾓﾃｷﾞﾏﾁ,0,0
93441,市貝町,ｲﾁｶｲﾏﾁ,0,0
93459,芳賀町,ﾊｶﾞﾏﾁ,0,0
93611,壬生町,ﾐﾌﾞﾏﾁ,0,0
93645,野木町,ﾉｷﾞﾏﾁ,0,0
93840,塩谷町,ｼｵﾔﾏﾁ,0,0
93866,高根沢町,ﾀｶﾈｻﾞﾜﾏﾁ,0,0
94072,那須町,ﾅｽﾏﾁ,0,0
94111,那珂川町,ﾅｶｶﾞﾜﾏﾁ,0,0
