code,name,nameKana,hasWard,isWard
472018,那覇市,ﾅﾊｼ,0,0
472051,宜野湾市,ｷﾞﾉﾜﾝｼ,0,0
472077,石垣市,ｲｼｶﾞｷｼ,0,0
472085,浦添市,ｳﾗｿｴｼ,0,0
472093,名護市,ﾅｺﾞｼ,0,0
472107,糸満市,ｲﾄﾏﾝｼ,0,0
472115,沖縄市,ｵｷﾅﾜｼ,0,0
472123,豊見城市,ﾄﾐｸﾞｽｸｼ,0,0
472131,うるま市,ｳﾙﾏｼ,0,0
472140,宮古島市,ﾐﾔｺｼﾞﾏｼ,0,0
472158,南城市,ﾅﾝｼﾞｮｳｼ,0,0
473014,国頭村,ｸﾆｶﾞﾐｿﾝ,0,0
473022,大宜味村,ｵｵｷﾞﾐｿﾝ,0,0
473031,東村,ﾋｶﾞｼｿﾝ,0,0
473065,今帰仁村,ﾅｷｼﾞﾝｿﾝ,0,0
473081,本部町,ﾓﾄﾌﾞﾁｮｳ,0,0
473111,恩納村,ｵﾝﾅｿﾝ,0,0
473138,宜野座村,ｷﾞﾉｻﾞｿﾝ,0,0
473146,金武町,ｷﾝﾁｮｳ,0,0
473154,伊江村,ｲｴｿﾝ,0,0
473243,読谷村,ﾖﾐﾀﾝｿﾝ,0,0
473251,嘉手納町,ｶﾃﾞﾅﾁｮｳ,0,0
473260,北谷町,ﾁﾔﾀﾝﾁｮｳ,0,0
473278,北中城村,ｷﾀﾅｶｸﾞｽｸｿﾝ,0,0
473286,中城村,ﾅｶｸﾞｽｸｿﾝ,0,0
473294,西原町,ﾆｼﾊﾗﾁｮｳ,0,0
473481,与那原町,ﾖﾅﾊﾞﾙﾁｮｳ,0,0
473502,南風原町,ﾊｴﾊﾞﾙﾁｮｳ,0,0
473537,渡嘉敷村,ﾄｶｼｷｿﾝ,0,0
473545,座間味村,ｻﾞﾏﾐｿﾝ,0,0
473553,粟国村,ｱｸﾞﾆｿﾝ,0,0
473561,渡名喜村,ﾄﾅｷｿﾝ,0,0
473570,南大東村,ﾐﾅﾐﾀﾞｲﾄｳｿﾝ,0,0
473588,北大東村,ｷﾀﾀﾞｲﾄｳｿﾝ,0,0
473596,伊平屋村,ｲﾍﾔｿﾝ,0,0
473600,伊是名村,ｲｾﾞﾅｿﾝ,0,0
473618,久米島町,ｸﾒｼﾞﾏﾁｮｳ,0,0
473626,八重瀬町,ﾔｴｾﾁｮｳ,0,0
473758,多良間村,ﾀﾗﾏｿﾝ,0,0
473812,竹富町,ﾀｹﾄﾐﾁｮｳ,0,0
473821,与那国町,ﾖﾅｸﾞﾆﾁｮｳ,0,0
