code,name,nameKana,hasWard,isWard
102016,前橋市,ﾏｴﾊﾞｼｼ,0,0
102024,高崎市,ﾀｶｻｷｼ,0,0
102032,桐生市,ｷﾘｭｳｼ,0,0
102041,伊勢崎市,ｲｾｻｷｼ,0,0
102059,太田市,ｵｵﾀｼ,0,0
102067,沼田市,ﾇﾏﾀｼ,0,0
102075,館林市,ﾀﾃﾊﾞﾔｼｼ,0,0
102083,渋川市,ｼﾌﾞｶﾜｼ,0,0
102091,藤岡市,ﾌｼﾞｵｶｼ,0,0
102105,富岡市,ﾄﾐｵｶｼ,0,0
102113,安中市,ｱﾝﾅｶｼ,0,0
102121,みどり市,ﾐﾄﾞﾘｼ,0,0
103446,榛東村,ｼﾝﾄｳﾑﾗ,0,0
103454,吉岡町,ﾖｼｵｶﾏﾁ,0,0
103667,上野村,ｳｴﾉﾑﾗ,0,0
103675,神流町,ｶﾝﾅﾏﾁ,0,0
103829,下仁田町,ｼﾓﾆﾀﾏﾁ,0,0
103837,南牧村,ﾅﾝﾓｸﾑﾗ,0,0
103845,甘楽町,ｶﾝﾗﾏﾁ,0,0
104213,中之条町,ﾅｶﾉｼﾞﾖｳﾏﾁ,0,0
104248,長野原町,ﾅｶﾞﾉﾊﾗﾏﾁ,0,0
104256,嬬恋村,ﾂﾏｺﾞｲﾑﾗ,0,0
104264,草津町,ｸｻﾂﾏﾁ,0,0
104281,高山村,ﾀｶﾔﾏﾑﾗ,0,0
104299,東吾妻町,ﾋｶﾞｼｱｶﾞﾂﾏﾏﾁ,0,0
104434,片品村,ｶﾀｼﾅﾑﾗ,0,0
104442,川場村,ｶﾜﾊﾞﾑﾗ,0,0
104485,昭和村,ｼｮｳﾜﾑﾗ,0,0
104493,みなかみ町,ﾐﾅｶﾐﾏﾁ,0,0
104647,玉村町,ﾀﾏﾑﾗﾏﾁ,0,0
105210,板倉町,ｲﾀｸﾗﾏﾁ,0,0
105228,明和町,ﾒｲﾜﾏﾁ,0,0
105236,千代田町,ﾁﾖﾀﾞﾏﾁ,0,0
105244,大泉町,ｵｵｲｽﾞﾐﾏﾁ,0,0
105252,邑楽町,ｵｳﾗﾏﾁ,0,0
